137,107,44,23,19
44,23,19,26,59
19,26,59,129,125
59,129,125,55,24
125,55,24,18,22
24,18,22,47,114
22,47,114,140,68
114,140,68,28,18
68,28,18,19,36
18,19,36,93,150
36,93,150,88,34
150,88,34,19,18
34,19,18,28,72
18,28,72,147,112
72,147,112,43,20
112,43,20,16,23
20,16,23,53,131
23,53,131,137,58
131,137,58,24,16
58,24,16,19,38
16,19,38,104,156
38,104,156,80,30
156,80,30,17,16
30,17,16,28,75
16,28,75,156,112
75,156,112,40,18
112,40,18,15,21
18,15,21,51,132
21,51,132,145,59
132,145,59,22,15
59,22,15,17,32
15,17,32,96,164
32,96,164,89,30
164,89,30,16,14
30,16,14,24,62
14,24,62,153,130
62,153,130,46,19
130,46,19,13,17
19,13,17,37,113
17,37,113,165,75
113,165,75,25,14
75,25,14,13,24
14,13,24,68,164
24,68,164,123,40
164,123,40,17,13
40,17,13,16,38
13,16,38,118,170
38,118,170,71,24
170,71,24,13,12
24,13,12,22,65
12,22,65,167,129
65,167,129,40,16
129,40,16,12,14
16,12,14,33,107
14,33,107,182,81
107,182,81,24,12
81,24,12,11,17
12,11,17,51,156
17,51,156,155,49
156,155,49,17,11
49,17,11,11,23
11,11,23,77,189
23,77,189,115,32
189,115,32,13,9
32,13,9,12,30
9,12,30,107,197
30,107,197,82,23
197,82,23,10,9
23,10,9,12,36
9,12,36,134,192
36,134,192,64,18
192,64,18,10,8
18,10,8,13,37
8,13,37,148,195
37,148,195,58,16
195,58,16,9,8
16,9,8,10,29
8,10,29,132,220
29,132,220,67,15
220,67,15,8,6
15,8,6,7,14
6,7,14,66,237
14,66,237,137,25
237,137,25,9,6
25,9,6,5,4
6,5,4,5,25
4,5,25,165,233
25,165,233,51,12
233,51,12,7,7
12,7,7,7,18
7,7,18,80,201
18,80,201,109,29
201,109,29,12,10
29,12,10,14,38
10,14,38,128,169
38,128,169,63,20
169,63,20,11,11
20,11,11,23,74
11,23,74,173,114
74,173,114,34,14
114,34,14,11,14
14,11,14,37,122
14,37,122,172,67
122,172,67,21,11
67,21,11,11,20
11,11,20,64,169
20,64,169,131,39
169,131,39,13,9
39,13,9,12,28
9,12,28,100,188
28,100,188,88,25
188,88,25,11,10
25,11,10,14,41
10,14,41,141,176
41,141,176,57,17
176,57,17,10,10
17,10,10,16,56
10,16,56,175,149
56,175,149,41,14
149,41,14,8,9
14,8,9,18,67
9,18,67,196,130
67,196,130,32,11
130,32,11,8,7
11,8,7,17,66
7,17,66,207,131
66,207,131,30,10
131,30,10,7,6
10,7,6,12,48
6,12,48,193,172
48,193,172,39,11
172,39,11,7,6
11,7,6,6,16
6,6,16,86,255
16,86,255,107,19
255,107,19,8,5
19,8,5,4,3
5,4,3,2,2
3,2,2,7,23
2,7,23,8,6
23,8,6,8,16
6,8,16,33,57
16,33,57,65,56
57,65,56,46,46
56,46,46,54,64
46,54,64,66,59
64,66,59,49,46
59,49,46,48,58
46,48,58,67,67
58,67,67,60,50
67,60,50,47,51
50,47,51,60,69
51,60,69,68,58
69,68,58,50,46
58,50,46,52,61
46,52,61,71,68
61,71,68,58,48
68,58,48,46,53
48,46,53,64,72
53,64,72,68,56
72,68,56,47,45
56,47,45,53,65
45,53,65,73,67
65,73,67,54,46
67,54,46,46,55
46,46,55,67,74
55,67,74,66,54
74,66,54,44,46
54,44,46,55,70
46,55,70,76,66
70,76,66,51,45
66,51,45,46,58
45,46,58,73,77
58,73,77,65,52
77,65,52,44,46
52,44,46,59,75
46,59,75,78,64
75,78,64,49,43
64,49,43,47,61
43,47,61,78,79
61,78,79,63,47
79,63,47,43,47
47,43,47,63,80
47,63,80,79,61
80,79,61,46,42
61,46,42,48,66
42,48,66,84,80
66,84,80,60,46
80,60,46,42,50
46,42,50,68,86
50,68,86,80,59
86,80,59,43,41
59,43,41,50,71
41,50,71,88,79
71,88,79,56,41
79,56,41,41,51
41,41,51,73,91
51,73,91,78,55
91,78,55,41,40
55,41,40,52,75
40,52,75,94,78
75,94,78,54,39
78,54,39,40,52
39,40,52,79,95
52,79,95,76,50
95,76,50,37,38
50,37,38,52,80
38,52,80,97,76
80,97,76,50,36
76,50,36,37,54
36,37,54,83,98
54,83,98,74,47
98,74,47,34,37
47,34,37,53,85
37,53,85,100,74
85,100,74,45,34
74,45,34,35,54
34,35,54,87,103
54,87,103,72,43
103,72,43,33,35
43,33,35,53,88
35,53,88,103,73
88,103,73,43,32
73,43,32,33,53
32,33,53,91,105
53,91,105,72,41
105,72,41,31,33
41,31,33,54,91
33,54,91,108,72
91,108,72,41,30
72,41,30,32,51
30,32,51,93,111
51,93,111,74,41
111,74,41,29,31
41,29,31,51,93
31,51,93,113,75
93,113,75,40,29
75,40,29,30,49
29,30,49,92,118
49,92,118,78,41
118,78,41,28,29
41,28,29,46,90
29,46,90,120,82
90,120,82,42,29
82,42,29,28,45
29,28,45,88,124
45,88,124,86,43
124,86,43,27,27
43,27,27,41,83
27,41,83,126,91
83,126,91,45,27
91,45,27,26,38
27,26,38,78,127
38,78,127,99,47
127,99,47,27,24
47,27,24,35,72
24,35,72,126,106
72,126,106,52,28
106,52,28,23,32
28,23,32,65,123
32,65,123,116,56
123,116,56,29,22
56,29,22,28,56
22,28,56,117,126
56,117,126,64,30
126,64,30,22,27
30,22,27,49,107
27,49,107,133,74
107,133,74,32,21
74,32,21,23,41
21,23,41,95,140
41,95,140,84,36
140,84,36,21,21
36,21,21,35,80
21,35,80,141,99
80,141,99,42,22
99,42,22,20,29
22,20,29,67,135
29,67,135,117,49
135,117,49,24,18
49,24,18,25,52
18,25,52,122,134
52,122,134,62,26
134,62,26,18,20
26,18,20,41,104
20,41,104,148,79
104,148,79,32,18
79,32,18,19,32
18,19,32,82,151
32,82,151,100,39
151,100,39,19,17
39,19,17,25,62
17,25,62,140,128
62,140,128,52,22
128,52,22,17,21
22,17,21,44,116
21,44,116,150,71
116,150,71,27,18
71,27,18,18,32
18,18,32,88,159
32,88,159,98,36
159,98,36,19,16
36,19,16,25,61
16,25,61,146,132
61,146,132,52,21
132,52,21,17,19
21,17,19,41,113
19,41,113,161,76
113,161,76,28,16
76,28,16,16,28
16,16,28,77,163
28,77,163,114,39
163,114,39,19,15
39,19,15,20,47
15,20,47,132,156
47,132,156,62,24
156,62,24,15,16
24,15,16,30,86
16,30,86,173,102
86,173,102,34,16
102,34,16,13,19
16,13,19,50,141
19,50,141,154,57
141,154,57,21,13
57,21,13,14,27
13,14,27,87,179
27,87,179,103,33
179,103,33,15,12
33,15,12,18,45
12,18,45,136,166
45,136,166,61,20
166,61,20,12,13
